state,year,total_cases,Group_Name,Sub_Group_Name,crime_type,Subgroup
Tripura,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Uttar Pradesh,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
West Bengal,2005,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Andhra Pradesh,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Arunachal Pradesh,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Assam,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chhattisgarh,2006,1,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Gujarat,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Himachal Pradesh,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Jammu & Kashmir,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Jharkhand,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Karnataka,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Madhya Pradesh,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Maharashtra,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Manipur,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Meghalaya,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Mizoram,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Nagaland,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Odisha,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Tamil Nadu,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Uttar Pradesh,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
West Bengal,2006,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Andhra Pradesh,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Arunachal Pradesh,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Assam,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Bihar,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chhattisgarh,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Gujarat,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Haryana,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Himachal Pradesh,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Jammu & Kashmir,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Karnataka,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Madhya Pradesh,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Maharashtra,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Manipur,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Meghalaya,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Mizoram,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Nagaland,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Odisha,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Tamil Nadu,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
West Bengal,2007,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Andhra Pradesh,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Arunachal Pradesh,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Assam,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Bihar,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chhattisgarh,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Gujarat,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Haryana,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Himachal Pradesh,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Jammu & Kashmir,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Karnataka,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Madhya Pradesh,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Maharashtra,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Manipur,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Meghalaya,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Mizoram,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Nagaland,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Odisha,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Puducherry,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Tamil Nadu,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
West Bengal,2008,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Andhra Pradesh,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Arunachal Pradesh,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Assam,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Bihar,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chandigarh,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chhattisgarh,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Gujarat,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Haryana,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Himachal Pradesh,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Jammu & Kashmir,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Karnataka,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Madhya Pradesh,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Maharashtra,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Manipur,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Meghalaya,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Nagaland,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Odisha,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Tamil Nadu,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
West Bengal,2009,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Andhra Pradesh,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Arunachal Pradesh,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Chhattisgarh,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Gujarat,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Haryana,2010,10,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Himachal Pradesh,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Jammu & Kashmir,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Jharkhand,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Karnataka,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Kerala,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Madhya Pradesh,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Maharashtra,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Manipur,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Meghalaya,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Mizoram,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Nagaland,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Odisha,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Tamil Nadu,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
West Bengal,2010,0,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,Kidnapping,
Andhra Pradesh,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Arunachal Pradesh,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Assam,2001,10,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Bihar,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chandigarh,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chhattisgarh,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Delhi,2001,67,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Gujarat,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Haryana,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Himachal Pradesh,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jharkhand,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Karnataka,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Maharashtra,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Meghalaya,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Mizoram,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Nagaland,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Odisha,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Tamil Nadu,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Uttar Pradesh,2001,58,Kidnap - For Slavery,11. For Slavery,Kidnapping,
West Bengal,2001,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Andhra Pradesh,2002,3,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Assam,2002,13,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Bihar,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chhattisgarh,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Daman & Diu,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Gujarat,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Haryana,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Himachal Pradesh,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jammu & Kashmir,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Karnataka,2002,1,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Madhya Pradesh,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Maharashtra,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Meghalaya,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Nagaland,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Odisha,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Punjab,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Tamil Nadu,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Tripura,2002,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Uttar Pradesh,2002,17,Kidnap - For Slavery,11. For Slavery,Kidnapping,
West Bengal,2002,2,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Andhra Pradesh,2003,62,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Arunachal Pradesh,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Assam,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Bihar,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chandigarh,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chhattisgarh,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Daman & Diu,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Gujarat,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Haryana,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Himachal Pradesh,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jammu & Kashmir,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jharkhand,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Karnataka,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Madhya Pradesh,2003,1,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Maharashtra,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Meghalaya,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Nagaland,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Odisha,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Puducherry,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Punjab,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Tamil Nadu,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Uttar Pradesh,2003,2,Kidnap - For Slavery,11. For Slavery,Kidnapping,
West Bengal,2003,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Andhra Pradesh,2004,26,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Arunachal Pradesh,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Assam,2004,33,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Bihar,2004,10,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chhattisgarh,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Gujarat,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Himachal Pradesh,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Karnataka,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Madhya Pradesh,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Maharashtra,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Manipur,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Meghalaya,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Mizoram,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Nagaland,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Odisha,2004,1,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Punjab,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Tamil Nadu,2004,1,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Tripura,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Uttar Pradesh,2004,7,Kidnap - For Slavery,11. For Slavery,Kidnapping,
West Bengal,2004,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Andhra Pradesh,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Arunachal Pradesh,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Assam,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Bihar,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chandigarh,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chhattisgarh,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Delhi,2005,1,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Gujarat,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Haryana,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Himachal Pradesh,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jammu & Kashmir,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jharkhand,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Karnataka,2005,1,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Madhya Pradesh,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Maharashtra,2005,3,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Manipur,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Meghalaya,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Mizoram,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Nagaland,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Odisha,2005,1,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Punjab,2005,1,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Tripura,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Uttar Pradesh,2005,21,Kidnap - For Slavery,11. For Slavery,Kidnapping,
West Bengal,2005,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Andhra Pradesh,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Arunachal Pradesh,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Assam,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Bihar,2006,57,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chhattisgarh,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Gujarat,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Himachal Pradesh,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jammu & Kashmir,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jharkhand,2006,16,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Karnataka,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Madhya Pradesh,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Maharashtra,2006,6,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Manipur,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Meghalaya,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Mizoram,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Nagaland,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Odisha,2006,3,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Sikkim,2006,1,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Tamil Nadu,2006,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Uttar Pradesh,2006,26,Kidnap - For Slavery,11. For Slavery,Kidnapping,
West Bengal,2006,4,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Andhra Pradesh,2007,2,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Arunachal Pradesh,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Assam,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Bihar,2007,8,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chhattisgarh,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Gujarat,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Haryana,2007,1,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Himachal Pradesh,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jammu & Kashmir,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Karnataka,2007,1,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Madhya Pradesh,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Maharashtra,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Manipur,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Meghalaya,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Mizoram,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Nagaland,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Odisha,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Tamil Nadu,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Uttar Pradesh,2007,147,Kidnap - For Slavery,11. For Slavery,Kidnapping,
West Bengal,2007,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Andhra Pradesh,2008,7,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Arunachal Pradesh,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Assam,2008,6,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Bihar,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chhattisgarh,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Gujarat,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Haryana,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Himachal Pradesh,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jammu & Kashmir,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jharkhand,2008,1,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Karnataka,2008,3,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Madhya Pradesh,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Maharashtra,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Manipur,2008,21,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Meghalaya,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Mizoram,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Nagaland,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Odisha,2008,2,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Puducherry,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Tamil Nadu,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Uttar Pradesh,2008,94,Kidnap - For Slavery,11. For Slavery,Kidnapping,
West Bengal,2008,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Andhra Pradesh,2009,3,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Arunachal Pradesh,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Assam,2009,9,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Bihar,2009,5,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chandigarh,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chhattisgarh,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Gujarat,2009,1,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Haryana,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Himachal Pradesh,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jammu & Kashmir,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Karnataka,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Madhya Pradesh,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Maharashtra,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Manipur,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Meghalaya,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Nagaland,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Odisha,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Tamil Nadu,2009,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Uttar Pradesh,2009,59,Kidnap - For Slavery,11. For Slavery,Kidnapping,
West Bengal,2009,22,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Andhra Pradesh,2010,2,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Arunachal Pradesh,2010,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Bihar,2010,2,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Chhattisgarh,2010,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Gujarat,2010,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Himachal Pradesh,2010,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jammu & Kashmir,2010,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Jharkhand,2010,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Karnataka,2010,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
Kerala,2010,0,Kidnap - For Slavery,11. For Slavery,Kidnapping,
